"","male","age","educ6","ownhome","income","micro_service","micro_english","micro_afraid","micro_honest","micro_namecall","micro_harassed","micro_pronounce","micro_stem","micro_creative","discrim_promotion","discrim_fired","discrim_hired","discrim_police","discrim_housing","discrim_neighbor","id_asianam","id_ethnic","id_ethnicam","id_asian","id_american","id2_asianam","id2_ethnic","id2_ethnicam","id2_asian","id2_american","linkedfate_race","linkedfate_ethnic","commrace","commcult","commecon","commpol","inequality","bank_reg","minimum_wage","rich_tax","american_job","free_college","race","democrat","republican","states","forborn","citizen","respid"
"11",0,0.682926829268293,0.4,1,0.166666666666667,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,0,1,1,1,1,1,0,1,"AAPI",0,1,"HI",1,1,800000527
"12",0,0.646341463414634,0.2,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.75,1,"AAPI",1,0,"HI",0,1,600000499
"13",0,0.329268292682927,0.4,1,0.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.75,0.75,1,0.75,0,0.75,"AAPI",0,0,"HI",0,1,800000751
"14",0,0.524390243902439,0.4,1,0.166666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0.75,1,1,0.75,0,1,"AAPI",1,0,"HI",1,1,800000616
"15",0,0.658536585365854,0.8,1,0.5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.75,0.75,1,1,0,1,"AAPI",1,0,"HI",0,1,800000240
"16",0,0.0609756097560976,0.6,0,0.166666666666667,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.25,0.75,0.25,0.75,0,0.75,"AAPI",0,1,"CA",0,1,650000146
"17",0,0.475609756097561,0.4,1,0.166666666666667,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,0.5,1,1,1,0,1,"AAPI",1,0,"HI",0,1,800000127
"18",0,0.658536585365854,0.6,1,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.5,0.75,1,0,0.75,"AAPI",1,0,"HI",0,1,850000375
"19",0,0.365853658536585,0.4,0,0.166666666666667,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0.75,1,1,1,1,"AAPI",0,0,"HI",0,1,600000571
"20",1,0.439024390243902,1,1,0.666666666666667,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.75,1,0.25,1,0,1,"AAPI",0,0,"HI",0,1,800000265
"21",0,0.524390243902439,0.4,1,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0.25,1,1,1,0,1,"AAPI",1,0,"HI",0,1,600000505
"22",0,0.695121951219512,0.6,1,0.166666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,"AAPI",1,0,"CA",0,1,800000175
"23",0,0.548780487804878,0.8,1,0.833333333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,0.75,0.75,1,0.75,0.25,1,"AAPI",1,0,"CA",1,1,800000417
"24",1,0.707317073170732,1,1,0.833333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,1,1,0,0.25,0.75,0.75,0.75,0,0.75,"AAPI",1,0,"CA",0,1,650000294
"25",1,0.634146341463415,0.6,1,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,1,0,1,0.25,1,0.5,0.75,0.5,"AAPI",0,0,"HI",0,1,800000254
"26",0,0.646341463414634,0.6,0,0.166666666666667,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,0.5,0.5,1,1,0.25,1,"AAPI",1,0,"NV",0,1,650000283
"27",1,0.170731707317073,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,"AAPI",0,0,"VA",0,1,1350000158
"28",0,0.414634146341463,1,1,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,1,0,0,0.75,1,1,0,1,"AAPI",1,0,"HI",0,1,600000525
"29",1,0.402439024390244,0.4,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,"AAPI",0,1,"HI",0,1,800000206
"30",1,0.182926829268293,0.6,1,0.666666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.5,0,0.75,"AAPI",0,0,"CA",0,1,600000431
"31",0,0.0121951219512195,0.4,1,0.666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,0,0,0.75,0.75,0.75,0.75,0.25,0.75,"AAPI",0,0,"CA",0,1,850000152
"32",0,0.560975609756098,0.4,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,0,1,1,1,1,1,0.75,1,"AAPI",1,0,"HI",0,1,600000366
"33",1,0.195121951219512,0.4,1,0.5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0.75,0.75,0.75,0,0.25,0,"AAPI",1,0,"HI",0,1,800000314
"34",1,0.621951219512195,0.6,1,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,1,0,0,0.5,0.5,0.25,0.25,0,0.5,"AAPI",0,1,"HI",0,1,600000429
"35",0,0.475609756097561,0.8,1,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.5,1,0.25,1,0,"AAPI",1,0,"HI",0,1,600000201
"36",0,0.121951219512195,1,1,0.666666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,1,1,1,0,1,"AAPI",1,0,"CA",1,1,450000222
"37",0,0.268292682926829,0.4,1,0.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.25,1,0.75,0.75,0,0.25,"Multiracial",0,0,"CA",0,1,300000322
"38",1,0.865853658536585,0.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,1,1,1,1,1,1,0,1,"AAPI",0,0,"HI",0,1,800000143
"39",1,0.5,0.8,1,0.166666666666667,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,0.5,0.75,1,0.25,1,"AAPI",1,0,"MO",0,1,650000262
"40",1,0.0609756097560976,0.8,1,0.833333333333333,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,0,1,1,1,1,1,0.75,0.75,"AAPI",1,0,"HI",0,1,800000322
"41",1,0.585365853658537,1,1,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0.75,0.75,0.25,0.25,0.5,"AAPI",0,0,"HI",0,1,800000313
"42",1,0.0365853658536585,0.8,0,0.5,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.75,1,1,1,0,1,"AAPI",0,0,"HI",0,1,600000151
"43",1,0.646341463414634,0.8,1,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,"Multiracial",1,0,"HI",0,1,800000183
"44",0,0.463414634146341,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,"AAPI",1,0,"HI",0,1,800000211
"45",0,0.51219512195122,1,1,0.333333333333333,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,0,0,0.75,0.75,0.75,1,0,0.75,"AAPI",1,0,"CA",0,1,650000338
"46",1,0.548780487804878,0.6,1,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,0.5,1,1,1,0.25,0.25,"AAPI",0,0,"HI",0,1,800000162
"47",1,0.634146341463415,0.8,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.75,0.75,0,1,1,"AAPI",0,0,"CA",1,1,800000050
"48",0,0.439024390243902,0.6,1,0.166666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,0,1,1,1,1,0.75,1,"AAPI",1,0,"HI",0,1,800000600
"49",1,0.646341463414634,0.8,1,0.666666666666667,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.75,0.75,0.75,0.75,0.25,0.75,"AAPI",0,0,"WA",1,1,800000426
"50",0,0.475609756097561,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,"AAPI",1,0,"HI",0,1,800000224
"51",0,0.536585365853659,0.8,0,0.5,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.5,0.75,1,1,0,1,"AAPI",1,0,"HI",0,1,600000383
"52",1,0.75609756097561,0.6,1,0.166666666666667,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,0,0.75,1,0.75,1,0.25,1,"AAPI",0,1,"NV",0,1,600000073
"53",1,0.158536585365854,1,0,0.333333333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.5,1,"AAPI",0,0,"NC",0,1,650000055
"54",0,0.378048780487805,1,1,0.666666666666667,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.75,1,1,1,0.75,1,"AAPI",0,0,"HI",0,1,600000187
"55",1,0.597560975609756,0.8,1,0.666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.25,0.25,0.75,0.25,1,0,"AAPI",0,0,"HI",0,1,800000295
"56",1,0.207317073170732,0.8,0,0.333333333333333,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,0,0,0.25,0.75,0.75,0.25,0.75,0.75,"AAPI",0,1,"CA",1,1,400000174
"57",0,0.524390243902439,0.8,1,0.833333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.75,1,0.75,0.5,0,0.5,"AAPI",0,0,"HI",0,1,600000426
"58",1,0.475609756097561,0.4,1,0.166666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,1,1,1,0,1,"AAPI",1,0,"MI",0,1,250000235
"59",1,0.865853658536585,0.4,1,0.333333333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,1,1,1,0.25,1,1,1,0,0.75,"AAPI",0,0,"HI",0,1,800000388
"60",1,0.536585365853659,0.6,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0.75,1,0.75,1,0.5,0.75,"AAPI",0,0,"CA",1,1,450000005
"61",0,0.573170731707317,0.6,1,0.333333333333333,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,0,0.75,1,1,1,0.5,1,"AAPI",1,0,"HI",0,1,800000097
"62",0,0.170731707317073,1,1,0.666666666666667,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,1,0,1,1,0.25,1,1,0.25,1,"AAPI",1,0,"WA",0,1,850000114
"63",0,0.524390243902439,0.8,1,0.833333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0.5,0.25,"AAPI",0,0,"CA",0,1,600000287
"64",1,0.280487804878049,0.8,1,0.333333333333333,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.25,0.75,1,1,1,"AAPI",0,0,"CA",1,0,400000339
"65",1,0.621951219512195,0.6,1,0.166666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,0.75,1,1,0.5,1,"AAPI",1,0,"HI",0,1,850000404
"66",1,0.317073170731707,0.6,1,0.833333333333333,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.75,0,0,0,0,"AAPI",0,0,"AZ",0,1,650000311
"67",1,0.329268292682927,0.6,1,0.666666666666667,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,0.75,1,1,0,1,"AAPI",1,0,"HI",0,1,650000321
"68",1,0.51219512195122,0.4,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0.75,1,1,1,1,"AAPI",0,0,"HI",1,1,800000433
"69",1,0.451219512195122,1,1,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.25,0,1,1,0,1,"AAPI",0,1,"NY",0,1,800000557
"70",1,0.51219512195122,1,1,0.666666666666667,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,1,0,0.5,0.75,0.5,0.5,0,0.75,"AAPI",0,0,"NH",0,1,600000228
"71",1,0.231707317073171,0.4,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,1,0,0.75,0.75,1,0.25,0.25,0.25,"AAPI",0,0,"HI",0,1,800000668
"72",0,0.0853658536585366,0.8,1,0.333333333333333,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,1,1,1,1,1,1,0.25,1,"AAPI",1,0,"CA",1,1,1200000136
"73",1,0.719512195121951,0.6,1,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.25,0.25,0.75,0.25,0.75,0.25,"AAPI",1,0,"HI",0,1,800000447
"74",0,0.597560975609756,0.4,1,0.5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,1,1,1,1,0.75,1,1,0,0.75,"AAPI",1,0,"CA",1,1,400000438
"75",0,0.682926829268293,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,"AAPI",1,0,"HI",0,1,800000437
"76",0,0.792682926829268,0.6,1,0.166666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,"AAPI",1,0,"HI",0,1,600000360
"77",0,0.0487804878048781,0.4,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.75,0.75,1,1,0.25,0.75,"AAPI",0,0,"HI",0,1,800000398
"78",1,0.158536585365854,0.8,0,0.166666666666667,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.75,1,1,0.75,1,"AAPI",0,0,"CA",1,1,650000114
"79",0,0.829268292682927,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.75,1,1,1,0.75,"AAPI",1,0,"HI",0,1,800000330
"80",1,0.560975609756098,0.8,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.5,1,"AAPI",1,0,"NV",0,1,650000312
"81",0,0.317073170731707,0.8,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0.75,1,1,0.25,1,"AAPI",0,0,"HI",0,1,800000221
"82",1,0.292682926829268,0.8,1,0.833333333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,0,0,1,0,0,0,0,1,"AAPI",1,0,"CA",1,1,650000093
"83",0,0.146341463414634,1,0,0.5,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,1,1,1,0.75,1,0.75,0.5,0.75,"AAPI",0,0,"NY",0,1,850000121
"84",1,0.707317073170732,0.6,1,0.666666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,0,0,0,0.75,0.75,0.75,1,0,"AAPI",1,0,"VA",0,1,600000270
"85",1,0.731707317073171,0.4,1,0.166666666666667,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,0,0,0,1,1,1,0.75,0,0.75,"AAPI",1,0,"HI",0,1,800000652
"86",1,0.48780487804878,1,0,0.5,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,"AAPI",1,0,"CA",0,1,800000041
"87",0,0.780487804878049,0.6,1,0.166666666666667,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0.75,0.75,1,0.5,0,0.75,"AAPI",1,0,"HI",0,1,800000752
"88",1,0.475609756097561,1,0,0.833333333333333,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.75,1,"AAPI",1,0,"HI",1,1,800000448
"89",1,0.451219512195122,0.8,1,0.833333333333333,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.75,0,0,0,1,"AAPI",0,1,"OR",0,1,600000059
"90",1,0.219512195121951,0.6,0,0.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.75,1,0.5,1,0.25,0,"AAPI",0,0,"CA",0,1,800000587
"91",1,0.231707317073171,1,0,0.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,0,1,1,1,1,1,0.25,0.75,"AAPI",1,0,"PA",0,1,650000040
"92",1,0.51219512195122,0.8,1,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.75,0.5,0.5,1,0.25,0.5,"AAPI",1,0,"HI",0,1,800000333
"93",0,0.390243902439024,1,1,0.5,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.75,0.5,1,1,0.5,0.75,"Multiracial",0,0,"FL",0,1,600000583
"94",0,0.792682926829268,0.6,1,0.333333333333333,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0,0.25,0,0,0.25,"AAPI",0,0,"HI",0,1,600000207
"95",1,0.439024390243902,0.4,1,0.666666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.75,1,0.75,0,0.5,1,"AAPI",1,0,"CA",1,1,1300000297
"96",1,0.304878048780488,0.4,1,0.166666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0.75,0.75,1,1,0,1,"AAPI",0,0,"HI",0,1,800000210
"97",0,0.51219512195122,0.2,1,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0.5,0.75,1,1,0,0.75,"AAPI",0,0,"HI",0,1,600000200
"98",1,0.0365853658536585,0.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,"AAPI",0,0,"HI",0,1,300000219
"99",0,0.634146341463415,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.75,0.75,1,1,0.25,1,"AAPI",0,0,"WA",0,1,800000308
"100",1,0.0731707317073171,0.4,0,0.833333333333333,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,1,1,0,0,0,0,1,0.25,"AAPI",0,0,"KS",1,0,800000413
"101",1,0.134146341463415,0.6,0,0.333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.75,0.25,0.75,0.25,"AAPI",0,0,"UT",0,1,450000009
"102",1,0.414634146341463,0.6,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,1,1,0,1,0.75,"Multiracial",0,0,"HI",0,1,850000158
"103",1,0.560975609756098,0.2,0,0.5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.5,0.75,0.5,1,0.25,0.75,"AAPI",0,0,"NV",0,1,650000030
"104",1,0.719512195121951,0.4,1,0.166666666666667,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0.5,0.75,1,1,0,1,"AAPI",1,0,"HI",1,1,800000266
"105",1,0.75609756097561,0.8,1,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,0,0,0,0.5,0.25,0,0,0,"AAPI",0,1,"CA",0,1,600000254
